ORIGINAL LABEL, OTT TAXON NAME, OTT TAXON ID
Pseudorectes ferrugineus, Pseudorectes ferrugineus,89237
Leiothlypis celata, Leiothlypis celata,88835
Copsychus cebuensis, Kittacincla cebuensis,88706
Copsychus niger, Kittacincla nigra,88691
Oressochen jubatus, Neochen jubata,88391
Mergus merganser, Mergus merganser,88388
Sarkidiornis melanotos, Sarkidiornis melanotos,88385
Oxyura vittata, Oxyura vittata,88380
Oxyura jamaicensis, Oxyura jamaicensis,88378
Baryphthengus martii, Baryphthengus martii,88377
Hylomanes momotula, Hylomanes momotula,88365
Euphonia gouldi, Euphonia gouldi,88283
Campylorhynchus turdinus, Campylorhynchus turdinus,87955
Campylorhynchus gularis, Campylorhynchus gularis,87951
Campylorhynchus jocosus, Campylorhynchus jocosus,87950
Campylorhynchus albobrunneus, Campylorhynchus albobrunneus,87949
Campylorhynchus chiapensis, Campylorhynchus chiapensis,87948
Campylorhynchus yucatanicus, Campylorhynchus yucatanicus,87938
Columba janthina, Columba janthina,87904
Treron formosae, Treron formosae,87903
Myrmecocichla collaris, Myrmecocichla collaris,87796
Cariama cristata, Cariama cristata,86685
Eurypyga helias, Eurypyga helias,86680
Rhynochetos jubatus, Rhynochetos jubatus,86672
Pachyptila vittata, Pachyptila vittata,85289
Pterodroma inexpectata, Pterodroma inexpectata,85282
Aphrodroma brevirostris, Aphrodroma brevirostris,85271
Setophaga castanea, Setophaga castanea,85255
Geothlypis speciosa, Geothlypis speciosa,85253
Leiothlypis crissalis, Oreothlypis crissalis,85251
Vermivora chrysoptera, Vermivora chrysoptera,85249
Myioborus albifrons, Myioborus albifrons,85245
Setophaga vitellina, Setophaga vitellina,85242
Setophaga caerulescens, Setophaga caerulescens,85240
Scytalopus iraiensis, Scytalopus iraiensis,85065
Cynanthus latirostris, Cynanthus latirostris,84795
Cynanthus doubledayi, Cynanthus doubledayi,84793
Phaethornis mexicanus, Phaethornis longirostris mexicanus,84790
Amytornis merrotsyi, Amytornis merrotsyi,84219
Microspingus torquatus, Poospiza torquata,83641
Poospiza ornata, Poospiza ornata,83639
Microspingus erythrophrys, Poospiza erythrophrys,83636
Poospizopsis caesar, Poospiza caesar,83634
Poospiza boliviana, Poospiza boliviana,83632
Poospiza baeri, Poospiza baeri,83630
Microspingus melanoleucus, Poospiza melanoleuca,83628
Poospizopsis hypochondria, Poospiza hypochondria,83626
Poospiza hispaniolensis, Poospiza hispaniolensis,83623
Poospiza garleppi, Poospiza garleppi,83619
Zosterops oleagineus, Zosterops oleagineus,83053
Zosterops rotensis, Zosterops rotensis,83019
Anas gibberifrons, Anas gibberifrons,82425
Spatula hottentota, Anas hottentota,82424
Anas fulvigula, Anas fulvigula,82422
Anas georgica, Anas georgica,82421
Mareca falcata, Mareca falcata,82420
Anas flavirostris, Anas flavirostris,82417
Spatula discors, Anas discors,82415
Anas erythrorhyncha, Anas erythrorhyncha,82414
Spatula cyanoptera, Anas cyanoptera,82411
Anas diazi, Anas diazi,82410
Sitta frontalis, Sitta frontalis,82249
Sitta himalayensis, Sitta himalayensis,82248
Sitta carolinensis, Sitta carolinensis,82247
Sitta europaea, Sitta europaea,82242
Sitta pygmaea, Sitta pygmaea,82240
Sitta villosa, Sitta villosa,82239
Sitta krueperi, Sitta krueperi,82237
Sitta ledanti, Sitta ledanti,82236
Herpsilochmus atricapillus, Herpsilochmus atricapillus,82235
Thamnophilus unicolor, Thamnophilus unicolor,82234
Sitta whiteheadi, Sitta whiteheadi,82233
Myrmotherula behni, Myrmotherula behni,82232
Myrmotherula menetriesii, Myrmotherula menetriesii,82231
Epinecrophylla fulviventris, Epinecrophylla fulviventris,82228
Eudyptes chrysocome, Eudyptes chrysocome,82220
Eudyptes chrysolophus, Eudyptes chrysolophus,82219
Calonectris leucomelas, Calonectris leucomelas,82215
Fregetta grallaria, Fregetta grallaria,82197
Fulmarus glacialoides, Fulmarus glacialoides,82196
Anthus rubescens, Anthus rubescens,80714
Acridotheres tristis, Acridotheres tristis,80701
Lamprolia victoriae, Lamprolia victoriae,80696
Hydrocoloeus minutus, Hydrocoloeus minutus,80679
Campephaga flava, Campephaga flava,80432
Penelopina nigra, Penelopina nigra,80424
Paroaria dominicana, Paroaria dominicana,80421
Gracula religiosa, Gracula religiosa,80418
Caprimulgus inornatus, Caprimulgus inornatus,80196
Apalis cinerea, Apalis cinerea,80186
Oreolais pulcher, Oreolais pulcher,80128
Haematopus chathamensis, Haematopus unicolor chathamensis,80080
Haematopus unicolor, Haematopus unicolor,80079
Diglossa humeralis, Diglossa humeralis,79993
Ploceus baglafecht, Ploceus baglafecht,79252
Creatophora cinerea, Creatophora cinerea,79250
Psittacula finschii, Psittacula finschii,79217
Psittacula wardi, Psittacula wardi,79211
Campephilus pollens, Campephilus pollens,78216
Campephilus principalis, Campephilus principalis,78185
Blythipicus rubiginosus, Blythipicus rubiginosus,77828
Melanopareia torquata, Melanopareia torquata,77826
Pithys albifrons, Pithys albifrons,77818
Grallaricula nana, Grallaricula nana,77816
Prionochilus maculatus, Prionochilus maculatus,77049
Lorius hypoinochrous, Lorius hypoinochrous,76698
Phylloscopus occisinensis, Phylloscopus occisinensis,76686
Garrulus lanceolatus, Garrulus lanceolatus,75990
Lanius vittatus, Lanius vittatus,75988
Pericrocotus speciosus, Pericrocotus speciosus,75981
Urocissa flavirostris, Urocissa flavirostris,75978
Cyanoloxia glaucocaerulea, Cyanoloxia glaucocaerulea,75499
Arborophila rufogularis, Arborophila rufogularis,74933
Amaurolimnas concolor, Amaurolimnas concolor,73837
Chrysuronia brevirostris, Amazilia brevirostris,73834
Chrysuronia leucogaster, Amazilia leucogaster,73831
Anabathmis reichenbachii, Anabathmis reichenbachii,73828
Saucerottia edward, Amazilia edward,73824
Pterodroma ultima, Pterodroma ultima,73703
Porphyrio hochstetteri, Porphyrio hochstetteri,73578
Hylexetastes perrotii, Hylexetastes perrotii,73553
Dendroplex kienerii, Xiphorhynchus kienerii,73537
Xiphorhynchus triangularis, Xiphorhynchus triangularis,73534
Lophophanes cristatus, Lophophanes cristatus,73152
Anthoscopus minutus, Anthoscopus minutus,73144
Zaratornis stresemanni, Zaratornis stresemanni,73040
Illadopsis puveli, Illadopsis puveli,72518
Cisticola brachypterus, Cisticola brachypterus,72515
Terpsiphone paradisi, Terpsiphone paradisi,72480
Culicicapa ceylonensis, Culicicapa ceylonensis,72478
Dicrurus paradiseus, Dicrurus paradiseus,72475
Culicicapa helianthea, Culicicapa helianthea,72472
Erythrocercus mccallii, Erythrocercus mccallii,72470
Pyrrhomyias cinnamomeus, Pyrrhomyias cinnamomeus,72380
Hirundinea ferruginea, Hirundinea ferruginea,72378
Cracticus argenteus, Cracticus argenteus,72051
Peltops montanus, Peltops montanus,72045
Cracticus cassicus, Cracticus cassicus,72042
Cracticus louisiadensis, Cracticus louisiadensis,72037
Phylloscopus orientalis, Phylloscopus orientalis,71818
Phylloscopus borealoides, Phylloscopus borealoides,71803
Phylloscopus amoenus, Phylloscopus amoenus,71802
Diomedea exulans, Diomedea exulans,71459
Sylviparus modestus, Sylviparus modestus,71359
Acrocephalus percernis, Acrocephalus percernis,71246
Apus aequatorialis, Tachymarptis aequatorialis,71182
Strepera versicolor, Strepera versicolor,71163
Aramidopsis plateni, Aramidopsis plateni,70721
Amaurornis olivacea, Amaurornis olivacea,70703
Gallirallus castaneoventris, Eulabeornis castaneoventris,70700
Piranga olivacea, Piranga olivacea,69808
Tangara gyrola, Tangara gyrola,69807
Piranga erythrocephala, Piranga erythrocephala,69804
Phoenicurus hodgsoni, Phoenicurus hodgsoni,69439
Phoenicurus bicolor, Rhyacornis bicolor,69437
Phoenicurus coeruleocephala, Phoenicurus caeruleocephala,69434
Passer insularis, Passer insularis,68955
Myrmotherula unicolor, Myrmotherula unicolor,68876
Psalidoprocne albiceps, Psalidoprocne albiceps,67924
Psalidoprocne fuliginosa, Psalidoprocne fuliginosa,67922
Psalidoprocne nitens, Psalidoprocne nitens,67921
Delichon nipalense, Delichon nipalensis,67920
Petrochelidon fluvicola, Petrochelidon fluvicola,67919
Petrochelidon rufigula, Petrochelidon rufigula,67918
Cecropis striolata, Cecropis striolata,67916
Empidonax traillii, Empidonax traillii,67288
Ficedula mugimaki, Ficedula mugimaki,67150
Garrulax strepitans, Garrulax strepitans,66828
Zosterops borbonicus, Zosterops borbonicus,66405
Zosterops mouroniensis, Zosterops mouroniensis,66403
Zosterops olivaceus, Zosterops olivaceus,66400
Zosterops mbuluensis, Zosterops poliogastrus mbuluensis,66394
Dryobates nigriceps, Veniliornis nigriceps,65433
Dryobates callonotus, Veniliornis callonotus,65431
Aerodramus germani, Aerodramus germani,65402
Aerodramus maximus, Aerodramus maximus,65399
Aerodramus spodiopygius, Aerodramus spodiopygius,65396
Aerodramus salangana, Aerodramus salangana,65387
Aerodramus sawtelli, Aerodramus sawtelli,65384
Hydrobates monteiroi, Hydrobates monteiroi,65050
Campephilus magellanicus, Campephilus magellanicus,64703
Campephilus gayaquilensis, Campephilus gayaquilensis,64702
Mirafra assamica, Mirafra assamica,63797
Geothlypis poliocephala, Geothlypis poliocephala,63586
Geothlypis flavovelata, Geothlypis flavovelata,63583
Geothlypis nelsoni, Geothlypis nelsoni,63582
Geothlypis beldingi, Geothlypis beldingi,63581
Oriolus albiloris, Oriolus albiloris,63088
Oriolus bouroensis, Oriolus bouroensis,63086
Oreotrochilus melanogaster, Oreotrochilus melanogaster,62611
Phaeochroa cuvierii, Campylopterus cuvierii,62609
Phaethornis subochraceus, Phaethornis subochraceus,62608
Phyllastrephus flavostriatus, Phyllastrephus flavostriatus,62261
Eurillas virens, Eurillas virens,62258
Heteralocha acutirostris, Heteralocha acutirostris,61986
Philesturnus carunculatus, Philesturnus carunculatus,61981
Ramphastos tucanus, Ramphastos tucanus,61819
Otus rutilus, Otus rutilus,61752
Pteroglossus aracari, Pteroglossus aracari,61523
Accipiter castanilius, Accipiter castanilius,61111
Cyanocorax cyanomelas, Cyanocorax cyanomelas,60460
Spheniscus demersus, Spheniscus demersus,60417
Eudyptes sclateri, Eudyptes sclateri,60413
Setophaga striata, Setophaga striata,60236
Copsychus pyrropygus, Trichixos pyrropygus,59725
Bucanetes githagineus, Bucanetes githagineus,59188
Ammomanes deserti, Ammomanes deserti,59182
Zosterops gibbsi, Zosterops gibbsi,59038
Cercotrichas paena, Cercotrichas paena,59028
Lathamus discolor, Lathamus discolor,58949
Charmosynopsis pulchella, Charmosyna pulchella,58941
Dicrurus fuscipennis, Dicrurus fuscipennis,58860
Microptilotis albonotatus, Meliphaga albonotata,58052
Melidectes torquatus, Melidectes torquatus,58051
Melidectes ochromelas, Melidectes ochromelas,58050
Manorina flavigula, Manorina flavigula,58049
Stomiopera flava, Stomiopera flava,58048
Smutsornis africanus, Rhinoptilus africanus,57833
Burhinus bistriatus, Burhinus bistriatus,57829
Chionis albus, Chionis albus,57827
Calidris melanotos, Calidris melanotos,57825
Pluvialis dominica, Pluvialis dominica,57823
Phalaropus lobatus, Phalaropus lobatus,57821
Pterocles gutturalis, Pterocles gutturalis,57819
Psilopsiagon aymara, Bolborhynchus aymara,57356
Tanygnathus lucionensis, Tanygnathus lucionensis,57354
Barnardius zonarius, Barnardius zonarius,57350
Canachites canadensis, Falcipennis canadensis,55937
Falcipennis falcipennis, Falcipennis falcipennis,55929
Oriolus flavocinctus, Oriolus flavocinctus,55849
Pachycephalopsis hattamensis, Pachycephalopsis hattamensis,55848
Ortygornis sephaena, Dendroperdix sephaena,55595
Pternistis natalensis, Francolinus natalensis,55592
Scleroptila gutturalis, Francolinus levaillantoides,55587
Scleroptila levaillantii, Francolinus levaillantii,55582
Pternistis swainsonii, Francolinus swainsonii,55577
Pternistis squamatus, Francolinus squamatus,55574
Scleroptila shelleyi, Scleroptila shelleyi,55570
Tringa flavipes, Tringa flavipes,55408
Egretta sacra, Egretta sacra,55044
Perdicula asiatica, Perdicula asiatica,54482
Columbina picui, Columbina picui,54405
Columbina minuta, Columbina minuta,54386
Turdus helleri, Turdus helleri,54204
Turdus roehli, Turdus roehli,54202
Turdus pelios, Turdus pelios,54201
Turdus bewsheri, Turdus bewsheri,54199
Arborophila javanica, Arborophila javanica,54198
Turdus olivaceofuscus, Turdus olivaceofuscus,54196
Xenoperdix udzungwensis, Xenoperdix udzungwensis,54195
Abroscopus schisticeps, Abroscopus schisticeps,54175
Phylloscopus subaffinis, Phylloscopus subaffinis,54174
Notharchus tectus, Notharchus tectus,53912
Lophura swinhoii, Lophura swinhoii,53709
Lophura inornata, Lophura inornata,53708
Lophura leucomelanos, Lophura leucomelanos,53700
Lophura erythrophthalma, Lophura erythrophthalma,53692
Bubalornis niger, Bubalornis niger,53644
Vidua funerea, Vidua funerea,52094
Phylloscopus claudiae, Phylloscopus claudiae,51891
Ptilinopus luteovirens, Ptilinopus luteovirens,51614
Ducula melanochroa, Ducula melanochroa,51612
Columba vitiensis, Columba vitiensis,51607
Alectoris rufa, Alectoris rufa,51360
Alectoris chukar, Alectoris chukar,51358
Tragopan temminckii, Tragopan temminckii,51356
Tragopan satyra, Tragopan satyra,51354
Afropavo congensis, Afropavo congensis,51349
Caprimulgus vexillarius, Macrodipteryx vexillarius,51276
Lurocalis semitorquatus, Lurocalis semitorquatus,51274
Nyctiphrynus ocellatus, Nyctiphrynus ocellatus,51273
Phaethornis griseogularis, Phaethornis griseogularis,51272
Nyctiprogne leucopyga, Nyctiprogne leucopyga,51270
Geotrygon violacea, Geotrygon violacea,50388
Smithornis sharpei, Smithornis sharpei,50165
Rhinopomastus cyanomelas, Rhinopomastus cyanomelas,49610
Lepidothrix iris, Lepidothrix iris,49250
Lepidothrix coronata, Lepidothrix coronata,49248
Fregetta maoriana, Oceanites maorianus,49107
Oceanites gracilis, Oceanites gracilis,49103
Corvus meeki, Corvus meeki,48946
Vireo altiloquus, Vireo altiloquus,48944
Vireo bellii, Vireo bellii,48940
Vireo vicinior, Vireo vicinior,48938
Vireo solitarius, Vireo solitarius,48934
Corvus jamaicensis, Corvus jamaicensis,48922
Coracopsis vasa, Coracopsis vasa,48860
Cyanomitra oritis, Cyanomitra oritis,48784
Falco biarmicus, Falco biarmicus,48174
Hypocnemis peruviana, Hypocnemis peruviana,47846
Onychoprion aleuticus, Onychoprion aleuticus,47413
Sternula nereis, Sternula nereis,47401
Emberiza leucocephalos, Emberiza leucocephalos,46691
Turdus niveiceps, Turdus niveiceps,46399
Setophaga plumbea, Setophaga plumbea,45750
Setophaga pityophila, Setophaga pityophila,45749
Setophaga pharetra, Setophaga pharetra,45748
Malaconotus alius, Malaconotus alius,45678
Dryobates arizonae, Picoides arizonae,45511
Patagioenas nigrirostris, Patagioenas nigrirostris,45505
Phylloscopus xanthodryas, Seicercus xanthodryas,45321
Halcyon coromanda, Halcyon coromanda,45318
Larvivora sibilans, Luscinia sibilans,45312
Emberiza aureola, Schoeniclus aureolus,45309
Gallinago stenura, Gallinago stenura,45306
Pardalotus rubricatus, Pardalotus rubricatus,45239
Sericornis humilis, Sericornis humilis,45236
Stomiopera unicolor, Stomiopera unicolor,45233
Malurus pulcherrimus, Malurus pulcherrimus,45229
Sericornis nouhuysi, Sericornis nouhuysi,45224
Sericornis papuensis, Aethomyias papuensis,45221
Conopophaga lineata, Conopophaga lineata,45219
Pitta sordida, Pitta sordida,44876
Passer montanus, Passer montanus,44870
Amblyornis macgregoriae, Amblyornis macgregoriae,44866
Scytalopus magellanicus, Scytalopus magellanicus,44861
Geositta saxicolina, Geositta saxicolina,44693
Geositta poeciloptera, Geositta poeciloptera,44688
Aphrastura spinicauda, Aphrastura spinicauda,44685
Pteruthius melanotis, Pteruthius melanotis,41271
Terenotriccus erythrurus, Terenotriccus erythrurus,41222
Cyanocorax mystacalis, Cyanocorax mystacalis,39825
Milvus milvus, Milvus milvus,38956
Spinus magellanicus, Spinus magellanicus,38571
Acanthis flammea, Acanthis flammea,38566
Corvus splendens, Corvus splendens,38262
Tyrannus savana, Tyrannus savana,36409
Buteo platypterus, Buteo platypterus,36398
Delichon urbicum, Delichon urbicum,36109
Alcippe peracensis, Alcippe peracensis,35863
Alcippe morrisonia, Alcippe morrisonia,35861
Myiomela diana, Myiomela diana,35354
Myiomela leucura, Myiomela leucura,35350
Muscicapa muttui, Muscicapa muttui,35326
Chloropsis venusta, Chloropsis venusta,35051
Chloropsis palawanensis, Chloropsis palawanensis,35046
Chloropsis media, Chloropsis media,35044
Chloropsis kinabaluensis, Chloropsis kinabaluensis,35042
Orthotomus nigriceps, Orthotomus nigriceps,35027
Setophaga kirtlandii, Setophaga kirtlandii,34665
Buteo archeri, Buteo archeri,34353
Buteo solitarius, Buteo solitarius,34350
Buteo brachyurus, Buteo brachyurus,34347
Buteo ridgwayi, Buteo ridgwayi,34339
Pitta angolensis, Pitta angolensis,33874
Buteo japonicus, Buteo japonicus,33800
Buteogallus aequinoctialis, Buteogallus aequinoctialis,33798
Phoeniculus damarensis, Phoeniculus damarensis,33688
Phainopepla nitens, Phainopepla nitens,33427
Dulus dominicus, Dulus dominicus,33425
Pyrrhura frontalis, Pyrrhura frontalis,33330
Thectocercus acuticaudatus, Psittacara acuticaudatus,33329
Phoenicurus auroreus, Phoenicurus auroreus,33134
Phoenicurus ochruros, Phoenicurus ochruros,33133
Phoenicurus schisticeps, Phoenicurus schisticeps,33131
Phoenicurus leucocephalus, Chaimarrornis leucocephalus,33126
Oenanthe isabellina, Oenanthe isabellina,33124
Micromacronus sordidus, Micromacronus sordidus,32658
Vauriella gularis, Rhinomyias gularis,32651
Gerygone mouki, Gerygone mouki,32490
Gerygone olivacea, Gerygone olivacea,32484
Grallaria ridgelyi, Grallaria ridgelyi,32482
Acanthiza murina, Acanthiza murina,32480
Piprites pileata, Piprites pileata,32471
Platyrinchus mystaceus, Platyrinchus mystaceus,32470
Inezia inornata, Inezia inornata,32467
Knipolegus striaticeps, Knipolegus striaticeps,32465
Gallirallus owstoni, Gallirallus owstoni,32337
