TAXON_ORDER	CATEGORY	SPECIES_CODE	PRIMARY_COM_NAME	SCI_NAME	ORDER1	FAMILY	SPECIES_GROUP	REPORT_AS	ottid	parent_ottid	name	rank	source	uniqname	flags	match_type
33240	hybrid	x00448	Rose-breasted x Black-headed Grosbeak (hybrid)	Pheucticus ludovicianus x melanocephalus	Passeriformes	Cardinalidae (Cardinals and Allies)			-	-	-	-	-	-	-	unmatched
33241	slash	y00334	Rose-breasted/Black-headed Grosbeak	Pheucticus ludovicianus/melanocephalus	Passeriformes	Cardinalidae (Cardinals and Allies)			-	-	-	-	-	-	-	unmatched
33242	spuh	pheuct1	Pheucticus sp.	Pheucticus sp.	Passeriformes	Cardinalidae (Cardinals and Allies)			-	-	-	-	-	-	-	unmatched
33243	species	rebcha1	Red-breasted Chat	Granatellus venustus	Passeriformes	Cardinalidae (Cardinals and Allies)			972935	335231	Granatellus venustus	species	ncbi:460204,gbif:2489623,irmng:10216371			canonical_match
33244	issf	rebcha2	Red-breasted Chat (Red-breasted)	Granatellus venustus venustus	Passeriformes	Cardinalidae (Cardinals and Allies)		rebcha1	-	-	-	-	-	-	-	unmatched
33245	issf	rebcha3	Red-breasted Chat (Tres Marias)	Granatellus venustus francescae	Passeriformes	Cardinalidae (Cardinals and Allies)		rebcha1	-	-	-	-	-	-	-	unmatched
33246	species	grtcha1	Gray-throated Chat	Granatellus sallaei	Passeriformes	Cardinalidae (Cardinals and Allies)			972938	335231	Granatellus sallaei	species	ncbi:460203,gbif:2489617,irmng:11333967			canonical_match
33249	species	robcha1	Rose-breasted Chat	Granatellus pelzelni	Passeriformes	Cardinalidae (Cardinals and Allies)			335232	335231	Granatellus pelzelni	species	ncbi:182929,gbif:2489620,irmng:11422133			canonical_match
33250	issf	robcha2	Rose-breasted Chat (Rose-breasted)	Granatellus pelzelni pelzelni	Passeriformes	Cardinalidae (Cardinals and Allies)		robcha1	-	-	-	-	-	-	-	unmatched
33251	issf	robcha3	Rose-breasted Chat (Rose-bellied)	Granatellus pelzelni paraensis	Passeriformes	Cardinalidae (Cardinals and Allies)		robcha1	-	-	-	-	-	-	-	unmatched
33252	species	blusee1	Blue Seedeater	Amaurospiza concolor	Passeriformes	Cardinalidae (Cardinals and Allies)			596726	596727	Amaurospiza concolor	species	ncbi:460165,gbif:2491733,irmng:11423940			canonical_match
33253	issf	blusee2	Blue Seedeater (Slate-blue)	Amaurospiza concolor relicta	Passeriformes	Cardinalidae (Cardinals and Allies)		blusee1	-	-	-	-	-	-	-	unmatched
33254	issf	blusee3	Blue Seedeater (Blue)	Amaurospiza concolor concolor	Passeriformes	Cardinalidae (Cardinals and Allies)		blusee1	-	-	-	-	-	-	-	unmatched
33255	issf	blusee4	Blue Seedeater (Equatorial)	Amaurospiza concolor aequatorialis	Passeriformes	Cardinalidae (Cardinals and Allies)		blusee1	6154182	596727	Amaurospiza aequatorialis	species	gbif:7638086			synonym_match
33256	species	carsee1	Carrizal Seedeater	Amaurospiza carrizalensis	Passeriformes	Cardinalidae (Cardinals and Allies)			3597356	596727	Amaurospiza carrizalensis	species	gbif:2491737			canonical_match
33257	species	blbsee3	Blackish-blue Seedeater	Amaurospiza moesta	Passeriformes	Cardinalidae (Cardinals and Allies)			1044598	596727	Amaurospiza moesta	species	ncbi:555218,gbif:2491738,irmng:10217027			canonical_match
33258	species	glbgro1	Glaucous-blue Grosbeak	Cyanoloxia glaucocaerulea	Passeriformes	Cardinalidae (Cardinals and Allies)			75499	75504	Cyanoloxia glaucocaerulea	species	ncbi:460174,gbif:2490382,irmng:11266759			canonical_match
33259	species	bubgro1	Blue-black Grosbeak	Cyanoloxia cyanoides	Passeriformes	Cardinalidae (Cardinals and Allies)			486842	75504	Cyanoloxia cyanoides	species	ncbi:164628,gbif:2490370,gbif:9332343,irmng:11123785			canonical_match
33263	species	bubgro2	Amazonian Grosbeak	Cyanoloxia rothschildii	Passeriformes	Cardinalidae (Cardinals and Allies)			6153378	75504	Cyanoloxia rothschildii	species	ncbi:1814127,gbif:7476581			canonical_match
33264	slash	y01068	Blue-black/Amazonian Grosbeak	Cyanoloxia cyanoides/rothschildii	Passeriformes	Cardinalidae (Cardinals and Allies)			-	-	-	-	-	-	-	unmatched
33265	species	ultgro1	Ultramarine Grosbeak	Cyanoloxia brissonii	Passeriformes	Cardinalidae (Cardinals and Allies)			7661234	75504	Cyanoloxia brissonii	species	gbif:9555348			canonical_match
33271	species	blubun	Blue Bunting	Cyanocompsa parellina	Passeriformes	Cardinalidae (Cardinals and Allies)			772205	772203	Cyanocompsa parellina	species	ncbi:138966,gbif:2490365,irmng:10197136			canonical_match
33272	issf	blubun1	Blue Bunting (Middle America)	Cyanocompsa parellina parellina/beneplacita	Passeriformes	Cardinalidae (Cardinals and Allies)		blubun	-	-	-	-	-	-	-	unmatched
33275	issf	blubun2	Blue Bunting (West Mexico)	Cyanocompsa parellina indigotica	Passeriformes	Cardinalidae (Cardinals and Allies)		blubun	-	-	-	-	-	-	-	unmatched
33276	species	blugrb1	Blue Grosbeak	Passerina caerulea	Passeriformes	Cardinalidae (Cardinals and Allies)			486840	939944	Passerina caerulea	species	ncbi:164629,gbif:5230862,irmng:10584048			canonical_match
33284	species	lazbun	Lazuli Bunting	Passerina amoena	Passeriformes	Cardinalidae (Cardinals and Allies)			119888	939944	Passerina amoena	species	ncbi:142471,gbif:5230861,irmng:10198964			canonical_match
33285	species	indbun	Indigo Bunting	Passerina cyanea	Passeriformes	Cardinalidae (Cardinals and Allies)			939942	939944	Passerina cyanea	species	ncbi:84843,worms:422670,gbif:2490327,irmng:11212925			canonical_match
33286	hybrid	x00872	Blue Grosbeak x Indigo Bunting (hybrid)	Passerina caerulea x cyanea	Passeriformes	Cardinalidae (Cardinals and Allies)			-	-	-	-	-	-	-	unmatched
33287	hybrid	ixlbun	Lazuli x Indigo Bunting (hybrid)	Passerina amoena x cyanea	Passeriformes	Cardinalidae (Cardinals and Allies)			-	-	-	-	-	-	-	unmatched
33288	slash	y00335	Lazuli/Indigo Bunting	Passerina amoena/cyanea	Passeriformes	Cardinalidae (Cardinals and Allies)			-	-	-	-	-	-	-	unmatched
33289	species	robbun1	Rose-bellied Bunting	Passerina rositae	Passeriformes	Cardinalidae (Cardinals and Allies)			724916	939944	Passerina rositae	species	ncbi:164632,gbif:5230860,irmng:10601515			canonical_match
33290	species	orbbun1	Orange-breasted Bunting	Passerina leclancherii	Passeriformes	Cardinalidae (Cardinals and Allies)			887253	939944	Passerina leclancherii	species	ncbi:164631,gbif:5230870,irmng:11303404			canonical_match
33293	species	varbun	Varied Bunting	Passerina versicolor	Passeriformes	Cardinalidae (Cardinals and Allies)			887258	939944	Passerina versicolor	species	ncbi:164633,gbif:5230855,irmng:10994928			canonical_match
33298	species	paibun	Painted Bunting	Passerina ciris	Passeriformes	Cardinalidae (Cardinals and Allies)			887250	939944	Passerina ciris	species	ncbi:164630,worms:422671,gbif:5230852,irmng:10681912			canonical_match
33301	hybrid	x00918	Indigo x Painted Bunting (hybrid)	Passerina cyanea x ciris	Passeriformes	Cardinalidae (Cardinals and Allies)			-	-	-	-	-	-	-	unmatched
33302	hybrid	x00902	Varied x Painted Bunting (hybrid)	Passerina versicolor x ciris	Passeriformes	Cardinalidae (Cardinals and Allies)			-	-	-	-	-	-	-	unmatched
33303	spuh	buntin	Passerina sp.	Passerina sp.	Passeriformes	Cardinalidae (Cardinals and Allies)			-	-	-	-	-	-	-	unmatched
33304	species	dickci	Dickcissel	Spiza americana	Passeriformes	Cardinalidae (Cardinals and Allies)			364334	364338	Spiza americana	species	ncbi:84854,worms:422672,gbif:2490363,irmng:10197210			canonical_match
33305	species	brotan1	Brown Tanager	Orchesticus abeillei	Passeriformes	Thraupidae (Tanagers and Allies)	Tanagers and Allies		3599594	3599595	Orchesticus abeillei	species	ncbi:1226240,gbif:5230602,irmng:11164386			canonical_match
33306	species	reccar	Red-crested Cardinal	Paroaria coronata	Passeriformes	Thraupidae (Tanagers and Allies)			301064	80420	Paroaria coronata	species	ncbi:181102,gbif:2492081,irmng:10856592			canonical_match
33307	species	reccar2	Red-cowled Cardinal	Paroaria dominicana	Passeriformes	Thraupidae (Tanagers and Allies)			80421	80420	Paroaria dominicana	species	ncbi:116994,gbif:2492086,irmng:11071700			canonical_match
33308	species	reccar3	Masked Cardinal	Paroaria nigrogenis	Passeriformes	Thraupidae (Tanagers and Allies)			812421	320949	Paroaria gularis nigrogenis	subspecies	ncbi:665136,gbif:5845551		infraspecific	synonym_match
33309	species	reccar4	Red-capped Cardinal	Paroaria gularis	Passeriformes	Thraupidae (Tanagers and Allies)			320949	80420	Paroaria gularis	species	ncbi:548512,gbif:2492082,irmng:10216074			canonical_match
33310	issf	reccar5	Red-capped Cardinal (Red-capped)	Paroaria gularis gularis	Passeriformes	Thraupidae (Tanagers and Allies)		reccar4	-	-	-	-	-	-	-	unmatched
33311	issf	reccar6	Red-capped Cardinal (Bolivian)	Paroaria gularis cervicalis	Passeriformes	Thraupidae (Tanagers and Allies)		reccar4	121494	320949	Paroaria gularis cervicalis	subspecies	ncbi:665138,gbif:7380195		infraspecific	canonical_match
33312	slash	reccar1	Masked/Red-capped Cardinal	Paroaria nigrogenis/gularis	Passeriformes	Thraupidae (Tanagers and Allies)			-	-	-	-	-	-	-	unmatched
33313	species	crfcar1	Crimson-fronted Cardinal	Paroaria baeri	Passeriformes	Thraupidae (Tanagers and Allies)			718834	80420	Paroaria baeri	species	ncbi:665137,gbif:2492090,irmng:11167818			canonical_match
33314	issf	crfcar2	Crimson-fronted Cardinal (Araguaia)	Paroaria baeri baeri	Passeriformes	Thraupidae (Tanagers and Allies)		crfcar1	-	-	-	-	-	-	-	unmatched
33315	issf	crfcar3	Crimson-fronted Cardinal (Xingu)	Paroaria baeri xinguensis	Passeriformes	Thraupidae (Tanagers and Allies)		crfcar1	-	-	-	-	-	-	-	unmatched
33316	hybrid	x00897	Red-capped x Crimson-fronted Cardinal (hybrid)	Paroaria gularis x baeri	Passeriformes	Thraupidae (Tanagers and Allies)			-	-	-	-	-	-	-	unmatched
33317	slash	y01169	Red-capped/Crimson-fronted Cardinal	Paroaria gularis/baeri	Passeriformes	Thraupidae (Tanagers and Allies)			-	-	-	-	-	-	-	unmatched
33318	species	yebcar	Yellow-billed Cardinal	Paroaria capitata	Passeriformes	Thraupidae (Tanagers and Allies)			396694	80420	Paroaria capitata	species	ncbi:460210,gbif:2492087,irmng:11164620			canonical_match
33321	species	blftan1	Black-faced Tanager	Schistochlamys melanopis	Passeriformes	Thraupidae (Tanagers and Allies)			415519	415521	Schistochlamys melanopis	species	ncbi:62242,gbif:2488064,irmng:10216211			canonical_match
33327	species	cintan1	Cinnamon Tanager	Schistochlamys ruficapillus	Passeriformes	Thraupidae (Tanagers and Allies)			320948	415521	Schistochlamys ruficapillus	species	ncbi:548513,irmng:10213277			canonical_match
33328	species	magtan2	Magpie Tanager	Cissopis leverianus	Passeriformes	Thraupidae (Tanagers and Allies)			583311	583327	Cissopis leverianus	species	ncbi:62177,gbif:2488854,irmng:10692342			canonical_match
33331	species	whbtan1	White-banded Tanager	Neothraupis fasciata	Passeriformes	Thraupidae (Tanagers and Allies)			365559	365557	Neothraupis fasciata	species	ncbi:62226,gbif:2488550,irmng:10210995			canonical_match
33332	species	bawtan1	Black-and-white Tanager	Conothraupis speculigera	Passeriformes	Thraupidae (Tanagers and Allies)			90895	90894	Conothraupis speculigera	species	ncbi:62181,gbif:2488775,irmng:10764831			canonical_match
33333	species	cobtan2	Cone-billed Tanager	Conothraupis mesoleuca	Passeriformes	Thraupidae (Tanagers and Allies)			3597315	90894	Conothraupis mesoleuca	species	gbif:2488776,irmng:10216903			canonical_match
33334	species	scttan1	Scarlet-throated Tanager	Compsothraupis loricata	Passeriformes	Thraupidae (Tanagers and Allies)			754709	754713	Compsothraupis loricata	species	ncbi:1109035,gbif:2488763,irmng:11038557			canonical_match
33335	species	whctan1	White-capped Tanager	Sericossypha albocristata	Passeriformes	Thraupidae (Tanagers and Allies)			415528	303095	Sericossypha albocristata	species	ncbi:62245,gbif:2488675,irmng:10215641			canonical_match
33336	species	hootan1	Hooded Tanager	Nemosia pileata	Passeriformes	Thraupidae (Tanagers and Allies)			365553	365554	Nemosia pileata	species	ncbi:62223,gbif:5230589,irmng:10210962			canonical_match
33343	species	chttan1	Cherry-throated Tanager	Nemosia rourei	Passeriformes	Thraupidae (Tanagers and Allies)			3597341	365554	Nemosia rourei	species	gbif:5230588,irmng:10766195			canonical_match
33344	species	ructan4	Rufous-crested Tanager	Creurgops verticalis	Passeriformes	Thraupidae (Tanagers and Allies)			528634	90896	Creurgops verticalis	species	ncbi:227875,gbif:2488782,irmng:10858981			canonical_match
33345	species	slatan2	Slaty Tanager	Creurgops dentatus	Passeriformes	Thraupidae (Tanagers and Allies)			872164	90896	Creurgops dentatus	species	ncbi:1226183,gbif:2488780,irmng:11008728			canonical_match
33346	species	blchem1	Black-capped Hemispingus	Kleinothraupis atropileus	Passeriformes	Thraupidae (Tanagers and Allies)			315825	315826	Hemispingus atropileus	species	ncbi:62203,gbif:2488414,irmng:10907944			hand_match_eliot
33347	issf	bkchem1	Black-capped Hemispingus (Black-capped)	Kleinothraupis atropileus atropileus	Passeriformes	Thraupidae (Tanagers and Allies)		blchem1	-	-	-	-	-	-	-	unmatched
33348	issf	bkchem2	Black-capped Hemispingus (White-browed)	Kleinothraupis atropileus auricularis	Passeriformes	Thraupidae (Tanagers and Allies)		blchem1	-	-	-	-	-	-	-	unmatched
33349	species	orbhem1	Orange-browed Hemispingus	Kleinothraupis calophrys	Passeriformes	Thraupidae (Tanagers and Allies)			578356	315826	Hemispingus calophrys	species	ncbi:166078,gbif:2488396,irmng:11190392			hand_match_eliot
33350	species	parhem1	Parodi's Hemispingus	Kleinothraupis parodii	Passeriformes	Thraupidae (Tanagers and Allies)			767282	315826	Hemispingus parodii	species	ncbi:224010,gbif:2488411,irmng:10213790			hand_match_eliot
33351	species	gychem1	Gray-capped Hemispingus	Kleinothraupis reyi	Passeriformes	Thraupidae (Tanagers and Allies)			939231	315826	Hemispingus reyi	species	ncbi:1226192,gbif:2488418,irmng:10213247			hand_match_eliot
33352	species	olehem1	Oleaginous Hemispingus	Sphenopsis frontalis	Passeriformes	Thraupidae (Tanagers and Allies)			1034073	315826	Hemispingus frontalis	species	ncbi:85537,gbif:2488405,irmng:10862251			hand_match_eliot
33358	species	blehem1	Black-eared Hemispingus	Sphenopsis melanotis	Passeriformes	Thraupidae (Tanagers and Allies)			1034066	315826	Hemispingus melanotis	species	ncbi:85539,gbif:2488397,irmng:10213789			hand_match_eliot
33359	issf	bkehem2	Black-eared Hemispingus (Black-eared)	Sphenopsis melanotis [melanotis Group]	Passeriformes	Thraupidae (Tanagers and Allies)		blehem1	-	-	-	-	-	-	-	unmatched
33363	issf	bkehem3	Black-eared Hemispingus (Western)	Sphenopsis melanotis ochracea	Passeriformes	Thraupidae (Tanagers and Allies)		blehem1	-	-	-	-	-	-	-	unmatched
33364	issf	bkehem1	Black-eared Hemispingus (Piura)	Sphenopsis melanotis piurae/macrophrys	Passeriformes	Thraupidae (Tanagers and Allies)		blehem1	-	-	-	-	-	-	-	unmatched
33367	species	orhtan1	Orange-headed Tanager	Thlypopsis sordida	Passeriformes	Thraupidae (Tanagers and Allies)			941242	941241	Thlypopsis sordida	species	ncbi:62257,gbif:2488692,irmng:10223471			canonical_match
33371	species	bubtan1	Buff-bellied Tanager	Thlypopsis inornata	Passeriformes	Thraupidae (Tanagers and Allies)			995541	941241	Thlypopsis inornata	species	ncbi:1226218,gbif:2488691,irmng:10218883			canonical_match
33372	species	fuhtan1	Fulvous-headed Tanager	Thlypopsis fulviceps	Passeriformes	Thraupidae (Tanagers and Allies)			995515	941241	Thlypopsis fulviceps	species	ncbi:1226217,gbif:2488684,irmng:10591504			canonical_match
33377	species	chhtan1	Chestnut-headed Tanager	Thlypopsis pyrrhocoma	Passeriformes	Thraupidae (Tanagers and Allies)			6154276	941241	Thlypopsis pyrrhocoma	species	gbif:7859152			canonical_match
33378	species	raytan1	Rust-and-yellow Tanager	Thlypopsis ruficeps	Passeriformes	Thraupidae (Tanagers and Allies)			922664	941241	Thlypopsis ruficeps	species	ncbi:460225,gbif:2488689,irmng:11160325			canonical_match
33379	species	suphem1	Superciliaried Hemispingus	Thlypopsis superciliaris	Passeriformes	Thraupidae (Tanagers and Allies)			7662409	941241	Thlypopsis superciliaris	species	gbif:9637395			canonical_match
33380	issf	suphem5	Superciliaried Hemispingus (Yellow-browed)	Thlypopsis superciliaris chrysophrys	Passeriformes	Thraupidae (Tanagers and Allies)		suphem1	-	-	-	-	-	-	-	unmatched
33381	issf	suphem2	Superciliaried Hemispingus (Superciliaried)	Thlypopsis superciliaris [superciliaris Group]	Passeriformes	Thraupidae (Tanagers and Allies)		suphem1	-	-	-	-	-	-	-	unmatched
33385	issf	suphem4	Superciliaried Hemispingus (White-bellied)	Thlypopsis superciliaris leucogastra/insignis	Passeriformes	Thraupidae (Tanagers and Allies)		suphem1	-	-	-	-	-	-	-	unmatched
33388	issf	suphem3	Superciliaried Hemispingus (urubambae)	Thlypopsis superciliaris urubambae	Passeriformes	Thraupidae (Tanagers and Allies)		suphem1	-	-	-	-	-	-	-	unmatched
33389	species	ructan3	Rufous-chested Tanager	Thlypopsis ornata	Passeriformes	Thraupidae (Tanagers and Allies)			995539	941241	Thlypopsis ornata	species	ncbi:1226219,gbif:2488696,irmng:10223470			canonical_match
33393	species	brftan1	Brown-flanked Tanager	Thlypopsis pectoralis	Passeriformes	Thraupidae (Tanagers and Allies)			373417	941241	Thlypopsis pectoralis	species	ncbi:1226220,gbif:2488690,irmng:10994670			canonical_match
33394	spuh	thlypo1	Thlypopsis sp.	Thlypopsis sp.	Passeriformes	Thraupidae (Tanagers and Allies)			-	-	-	-	-	-	-	unmatched
33395	species	ptwfin1	Plain-tailed Warbling-Finch	Microspingus alticola	Passeriformes	Thraupidae (Tanagers and Allies)			605363	605365	Poospiza alticola	species	ncbi:136969,gbif:2491149,irmng:10210719		sibling_higher	hand_match_eliot
33396	species	rbwfin2	Rusty-browed Warbling-Finch	Microspingus erythrophrys	Passeriformes	Thraupidae (Tanagers and Allies)			83636	605365	Poospiza erythrophrys	species	ncbi:136973,gbif:2491162,irmng:11164384		sibling_higher	hand_match_eliot
33399	species	rrwfin1	Buff-throated Warbling-Finch	Microspingus lateralis	Passeriformes	Thraupidae (Tanagers and Allies)			20532	605365	Poospiza lateralis	species	ncbi:548489,gbif:2491155,irmng:10692338		sibling_higher	hand_match_eliot
33400	species	gytwaf1	Gray-throated Warbling-Finch	Microspingus cabanisi	Passeriformes	Thraupidae (Tanagers and Allies)			430792	605365	Poospiza cabanisi	species	ncbi:1226197,gbif:5788839		sibling_higher	hand_match_eliot
33401	species	riwfin1	Ringed Warbling-Finch	Microspingus torquatus	Passeriformes	Thraupidae (Tanagers and Allies)			83641	605365	Poospiza torquata	species	ncbi:136979,gbif:2491167,irmng:11241735		sibling_higher	hand_match_eliot
33402	issf	rinwaf1	Ringed Warbling-Finch (Ringed)	Microspingus torquatus torquatus	Passeriformes	Thraupidae (Tanagers and Allies)		riwfin1	-	-	-	-	-	-	-	unmatched
33403	issf	rinwaf2	Ringed Warbling-Finch (Black-breasted)	Microspingus torquatus pectoralis	Passeriformes	Thraupidae (Tanagers and Allies)		riwfin1	-	-	-	-	-	-	-	unmatched
